iter	Logloss
365	0.2395114899
366	0.2388350707
367	0.2384952985
368	0.2378905076
369	0.2375026116
370	0.2369699918
371	0.2366742794
372	0.2361292619
373	0.2356375914
374	0.2350473991
375	0.2344856702
376	0.2340485793
377	0.2334775485
378	0.2326952714
379	0.2322019137
380	0.2317773085
381	0.231511923
382	0.2310561694
383	0.2305227867
384	0.2300576577
385	0.2296563369
386	0.2290256207
387	0.2285745621
388	0.2283924396
389	0.2277059115
390	0.2273015536
391	0.226817894
392	0.2262214661
393	0.2259639153
394	0.2257081985
395	0.2254609621
396	0.2251241537
397	0.2247159224
398	0.2244409708
399	0.2239366678
400	0.223553907
401	0.2230538442
402	0.2227304605
403	0.2225258754
404	0.222255384
405	0.2218668424
406	0.2213266373
407	0.2207891318
408	0.2202222971
409	0.2198486915
410	0.2194605607
411	0.2190413548
412	0.2184547718
413	0.2181435218
414	0.2180668464
415	0.2176850979
416	0.2171170455
417	0.2166657374
418	0.2161449579
419	0.2158186399
420	0.2154727055
421	0.2150067843
422	0.2147557625
423	0.2143496
424	0.2140291067
425	0.2134931418
426	0.2131080187
427	0.2126540257
428	0.2123495249
429	0.2119586358
430	0.2119356449
431	0.2116688068
432	0.2113025665
433	0.2109053979
434	0.2103568297
435	0.2100438925
436	0.209782527
437	0.2093888503
438	0.2091179481
439	0.2088700221
440	0.2083521916
441	0.208027018
442	0.2076657809
443	0.2074458049
444	0.2070823229
445	0.2066688684
446	0.2062691175
447	0.205731612
448	0.205440668
449	0.2049593559
450	0.2045882885
451	0.2042878224
452	0.2039848915
453	0.2036034951
454	0.2030080795
455	0.2026685568
456	0.2023076571
457	0.2018976945
458	0.2015910809
459	0.2011552517
460	0.2008684305
461	0.2004639846
462	0.1999236034
463	0.1994214278
464	0.1991262142
465	0.19883103
466	0.1986614521
467	0.19816337
468	0.1977993305
469	0.1973708373
470	0.1971002872
471	0.1968832603
472	0.1965322201
473	0.1962786454
474	0.1956575247
475	0.1954004434
476	0.1950899711
477	0.1948028271
478	0.1943684064
479	0.1940694369
480	0.193733274
481	0.1933074951
482	0.1926972022
483	0.1922190153
484	0.1918948394
485	0.1915810512
486	0.1910495465
487	0.1907710736
488	0.1905234997
489	0.1901773306
490	0.1900012236
491	0.1897740144
492	0.1894021254
493	0.1890963041
494	0.1888236413
495	0.1885193898
496	0.1880754177
497	0.1875103144
498	0.1869907966
499	0.1865558478
500	0.1862854004
501	0.1859047816
502	0.1855714358
503	0.185177583
504	0.1847671509
505	0.1842278114
506	0.1837846316
507	0.1833521916
508	0.1828388214
509	0.1824258217
510	0.1822297756
511	0.1819153859
512	0.1814600431
513	0.181230545
514	0.1809746375
515	0.1807051439
516	0.1805250901
517	0.1803489685
518	0.1800179261
519	0.1797494155
520	0.1793572939
521	0.179221344
522	0.178789755
523	0.1784605026
524	0.1780063923
525	0.1777625451
526	0.1774627245
527	0.1771550399
528	0.1767920274
529	0.1761321728
530	0.1757591394
531	0.1754017463
532	0.1752502001
533	0.17479496
534	0.1744172756
535	0.1741002303
536	0.1738245744
537	0.1735684321
538	0.1732656772
539	0.1731389266
540	0.1728965172
541	0.1725181286
542	0.1721584614
543	0.1718547968
544	0.1715947518
545	0.1713615711
546	0.1710024614
547	0.1706418257
548	0.1703927847
549	0.1699062054
550	0.16965065
551	0.1695143039
552	0.1690261841
553	0.1686760242
554	0.1684702066
555	0.16813108
556	0.1678388155
557	0.1676344065
558	0.1675269347
559	0.1673981006
560	0.1671252471
561	0.1668113562
562	0.166633782
563	0.1665080437
564	0.1663944685
565	0.1659837429
566	0.1656689571
567	0.1654080611
568	0.1652067331
569	0.1649656442
570	0.1648077305
571	0.1646542769
572	0.1643053055
573	0.1642202084
574	0.1640109429
575	0.1638355255
576	0.163452882
577	0.1631160443
578	0.1628193195
579	0.162549415
580	0.1623198583
581	0.1619678937
582	0.1617404351
583	0.1614584263
584	0.1612110138
585	0.1609245007
586	0.1604992646
587	0.1603056394
588	0.1600531065
589	0.1596691865
590	0.1593113826
591	0.1591976459
592	0.1590506334
593	0.1588618939
594	0.1586949715
595	0.1584279134
596	0.1580055237
597	0.1577052777
598	0.1574787727
599	0.157162813
600	0.1569931617
601	0.1567643386
602	0.1564889761
603	0.1561189505
604	0.1557777111
605	0.1556428176
606	0.1553261537
607	0.1549334599
608	0.1546239706
609	0.1542590948
610	0.1540071487
611	0.1538049698
612	0.1535066458
613	0.1533072398
614	0.1529020163
615	0.152673868
616	0.1524693122
617	0.1521237887
618	0.1519769082
619	0.1517849849
620	0.1514807921
621	0.1513368166
622	0.1510347953
623	0.1508381917
624	0.1503846095
625	0.1502182007
626	0.149941371
627	0.1497325164
628	0.1494437585
629	0.1491063631
630	0.1488326586
631	0.1486655015
632	0.1485016016
633	0.1483456538
634	0.1482717367
635	0.147866968
636	0.1476696748
637	0.1473549183
638	0.1469187516
639	0.14656934
640	0.1463838137
641	0.1461372962
642	0.1458691817
643	0.1456066278
644	0.1454623589
645	0.1451626411
646	0.1448831998
647	0.1445840395
648	0.1444055117
649	0.1441929744
650	0.1440093114
651	0.1437726974
652	0.143470236
653	0.143301685
654	0.1431214846
655	0.1429632334
656	0.142632998
657	0.1422124129
658	0.1419714414
659	0.1417692038
660	0.141582313
661	0.1414131898
662	0.1410986093
663	0.1409246885
664	0.1407362424
665	0.1405738097
666	0.1403932571
667	0.1401706989
668	0.1400566688
669	0.1396996425
670	0.1394063803
671	0.1390296936
672	0.1387337905
673	0.138513477
674	0.1383704259
675	0.1381378174
676	0.1380043323
677	0.1379402748
678	0.1377408541
679	0.1375170488
680	0.1371944868
681	0.1370073172
682	0.1367390853
683	0.1364014699
684	0.1360065313
685	0.1357369936
686	0.1355172377
687	0.1353514011
688	0.1351098427
689	0.1348273938
690	0.1345244188
691	0.1342287504
692	0.1339351067
693	0.1337478051
694	0.1336565605
695	0.1333651029
696	0.1331280342
697	0.1329959136
698	0.1328055308
699	0.1324879866
700	0.1322527665
701	0.132001466
702	0.1316827921
703	0.1314951677
704	0.1313525567
705	0.1311573909
706	0.1308917559
707	0.1306652656
708	0.1304823949
709	0.1304004376
710	0.130162914
711	0.1298621251
712	0.1297700295
713	0.1295278549
714	0.1292269927
715	0.1291198877
716	0.128865286
717	0.1285803428
718	0.1282956343
719	0.1279994671
720	0.1277859908
721	0.1275631831
722	0.1273980361
723	0.1272276805
724	0.12705486
725	0.1269603583
726	0.1267692566
727	0.1265590374
728	0.1263725574
729	0.126159668
730	0.1258413315
731	0.1255945059
732	0.1253908598
733	0.1252335182
734	0.1250682097
735	0.1248203278
736	0.1245920621
737	0.1243916438
738	0.1242208041
739	0.1240708278
740	0.1237914012
741	0.1236192557
742	0.1233788857
743	0.1231755477
744	0.122951691
745	0.1227620785
746	0.1224396706
747	0.1222072455
748	0.1220168187
749	0.1217707707
750	0.121548594
751	0.1213519243
752	0.1211256614
753	0.1208004511
754	0.1206366612
755	0.1203857422
756	0.1202418254
757	0.119969478
758	0.1195780754
759	0.1194160095
760	0.1192566798
761	0.119014762
762	0.1188865515
763	0.1186837563
764	0.1185727119
765	0.1184624965
766	0.1183148164
767	0.1180616819
768	0.1178200795
769	0.1176818041
770	0.1174641462
771	0.1173176399
772	0.1170671977
773	0.1167711625
774	0.1166311704
775	0.1165243296
776	0.1163750428
777	0.1162213399
778	0.115931819
779	0.1158137615
780	0.1156020825
781	0.1153329336
782	0.1151243503
783	0.1149809544
784	0.114590146
785	0.1144138189
786	0.1142120215
787	0.1140037243
788	0.1138886965
789	0.1138123439
790	0.1136617954
791	0.1135521522
792	0.1132820496
793	0.1131291316
794	0.1128465579
795	0.1127132122
796	0.1125405825
797	0.112461831
798	0.1122932361
799	0.1120529322
800	0.1119225502
801	0.1117090299
802	0.1114918122
803	0.1113297829
804	0.1111700718
805	0.1110236975
806	0.1108427928
807	0.1105744582
808	0.1103498019
809	0.1101891298
810	0.1100303797
811	0.1099552155
812	0.1097802822
813	0.1094727149
814	0.1091855196
815	0.108960944
816	0.1088426957
817	0.1086696331
818	0.1085411292
819	0.1083905734
820	0.1082484465
821	0.1080508599
822	0.1078892268
823	0.1077457868
824	0.1076289837
825	0.1075069574
826	0.1073961845
827	0.107296034
828	0.1071014478
829	0.1068647678
830	0.1067027165
831	0.1065803821
832	0.1064288066
833	0.1061515075
834	0.1059709402
835	0.1057733536
836	0.1055372458
837	0.1054003789
838	0.1052817858
839	0.10506795
840	0.1049670293
841	0.1048255774
842	0.1046756891
843	0.1045389029
844	0.1044519498
845	0.1043617982
846	0.1042141474
847	0.103941602
848	0.1038191429
849	0.1036315038
850	0.1034892009
851	0.1033992034
852	0.1032233165
853	0.1030339681
854	0.1029609167
855	0.1027430828
856	0.1026583451
857	0.1024878282
858	0.1023793441
859	0.1022228975
860	0.1021526557
861	0.1019992021
862	0.1018644553
863	0.101648228
864	0.1015606367
865	0.1013290038
866	0.1011493096
867	0.1009991132
868	0.1008706753
869	0.1007733272
870	0.1006417861
871	0.100524066
872	0.1003196716
873	0.100162242
874	0.10004092
875	0.09985013375
876	0.09981108445
877	0.09970568143
878	0.09952635398
879	0.09930064128
880	0.0991084539
881	0.09891402905
882	0.09887484037
883	0.09866308799
884	0.09857785152
885	0.09845074874
886	0.098357318
887	0.09819997641
888	0.09810943604
889	0.09796671501
890	0.09786076179
891	0.09765925774
892	0.09748681875
893	0.09727812547
894	0.09711787884
895	0.0969701767
896	0.0968316445
897	0.0967151055
898	0.09654860863
899	0.09626242564
900	0.0960576571
901	0.09595661163
902	0.09579004875
903	0.09565931467
904	0.09550939707
905	0.09538987967
906	0.09529936864
907	0.09521774879
908	0.09502187876
909	0.09487961256
910	0.09479780931
911	0.09456957304
912	0.09440961984
913	0.09429657276
914	0.09403318258
915	0.09389315385
916	0.09375644831
917	0.09364980551
918	0.09356093773
919	0.09347687501
920	0.09336311634
921	0.09322913977
922	0.0931305812
923	0.09292581265
924	0.09285119864
925	0.09268015348
926	0.09261781252
927	0.09238814574
928	0.09223043002
929	0.09214140819
930	0.09190148574
931	0.09178676605
932	0.09170771379
933	0.09151570247
934	0.09144770549
935	0.09128657121
936	0.09114243434
937	0.09097761741
938	0.09084516672
939	0.09065104264
940	0.09049516825
941	0.09039259691
942	0.0903094365
943	0.09023182209
944	0.09011060275
945	0.0900231068
946	0.08997589992
947	0.08993632977
948	0.08983242328
949	0.08973414348
950	0.08951953008
951	0.08944087395
952	0.0892476522
953	0.08917137293
954	0.08904065352
955	0.08890899511
956	0.08873389317
957	0.08853789843
958	0.08834781647
959	0.08823614854
960	0.08816502644
961	0.08802706645
962	0.08792307193
963	0.08783680842
964	0.08770916279
965	0.08759291722
966	0.08739095101
967	0.08721299538
968	0.08710388037
969	0.08699161823
970	0.08684742267
971	0.08671588164
972	0.08654854848
973	0.08639212388
974	0.08627125667
975	0.08609032264
976	0.0858790471
977	0.08576963865
978	0.08554292826
979	0.08543966
980	0.08531397306
981	0.08524516913
982	0.08505442693
983	0.08501113011
984	0.08484974641
985	0.08475564076
986	0.08459267983
987	0.08447483503
988	0.0842843716
989	0.08419044201
990	0.08404100125
991	0.08400343381
992	0.08388626392
993	0.0837320988
994	0.0835986871
995	0.08347476813
996	0.08330531487
997	0.08315483974
998	0.08311869548
999	0.08302141336
